,News Account,News Text,News Created Date,News id,News Account id,Retweet Count,Like Count,Followers Count,News Compound,News Positive,News Neutral,News Negative,News Tweets Ago
39,@ABC,"NEW: Sen. John McCain ""underwent surgery to treat an intestinal infection related to diverticulitis,"" his office says; the senator is in stable condition. ",Apr 16,986002350228852736,28785486,89,181,13926300,0.5994,0.176,0.824,0.0,40
40,@ABC,"Fiona, the world-famous hippo born prematurely, still recognizes the care team that saved her life as a baby, giving them a warm greeting and a variety of noises. ",Apr 16,986002173682245632,28785486,524,2856,13926300,0.8979,0.37,0.63,0.0,41
41,@ABC,"MORE: U.S. Attorney’s ""taint team"" to put seized documents into searchable database for Trump, Cohen attorneys, in advance of meeting among judge and parties to determine how much material is privileged. The process could up to two weeks.",Apr 16,985995133333180417,28785486,157,256,13926300,0.6808,0.135,0.865,0.0,42
42,@ABC,Demonstrations held in all of Turkey's 81 provinces as Pres. Erdogan's government prepares to extend state of emergency for seventh time. ,Apr 16,985992744916213761,28785486,44,53,13926300,-0.2263,0.067,0.83,0.103,43
43,@ABC,"Good Samaritans and emergency crews converge to fight an out-of-control brush fire in Sydney, Australia. The fire has destroyed over 2,500 acres of bushland. ",Apr 16,985991968999333890,28785486,104,149,13926300,-0.8519,0.08,0.554,0.366,44
44,@ABC,"Heavy flooding rain and gusty winds are pummeling residents from Boston through Washington, D.C.—but that didn't stop Boston Marathon runners. ",Apr 16,985990486585499648,28785486,37,105,13926300,0.2235,0.082,0.918,0.0,45
45,@ABC,"""For years, Mr. Cohen has acted like he is above the law,"" Stormy Daniels says amid legal battle over Michael Cohen's seized materials.

""He has never thought that...women, and even more, women like me, mattered. That ends now."" ",Apr 16,985989905330458625,28785486,1551,4905,13926300,0.4404,0.144,0.798,0.058,46
46,@ABC,"Stormy Daniels lawyer Michael Avenatti: ""Depending on what is contained within those documents, I think there is significant danger to the president. The president trusted Mr. Cohen as his fixer for years...and I think the chickens are about to come home to roost."" ",Apr 16,985987050527600641,28785486,208,618,13926300,0.128,0.104,0.825,0.072,47
47,@ABC,"Stormy Daniels lawyer Michael Avenatti calls Trump personal attorney Michael Cohen ""radioactive.""

""Anyone that had any contact with this man in the last 20 years should be very concerned about what secrets of theirs are within these documents."" ",Apr 16,985986102023544832,28785486,182,449,13926300,0.0,0.0,1.0,0.0,48
48,@ABC,Read the transcript from @GStephanopoulos' exclusive interview with James @Comey. ,Apr 16,985986085254844417,28785486,16,43,13926300,0.128,0.12,0.88,0.0,49
49,@ABC,RT @ABCPolitics: NEW: Pres. Trump sends White House physician Dr. Ronny Jackson's nomination to lead Veterans Affairs to the Senate. https:…,Apr 16,985981429921263616,28785486,22,0,13926300,0.0,0.0,1.0,0.0,50
50,@ABC,"Why did the ducklings cross the road? Not sure, but they made it across safely with the help of Jeffersontown police officer Diane Lewis! ",Apr 16,985979414092578816,28785486,317,1427,13926300,0.8687,0.299,0.701,0.0,51
51,@ABC,"NEW: Rep. Steve Scalise ""in excellent spirits"" amid ""series of planned, inpatient procedures"" as part of his recovery from last summer's shooting. ",Apr 16,985979412939198464,28785486,16,35,13926300,0.5719,0.139,0.861,0.0,52
52,@ABC,"@AaronKatersky MORE: Sean Hannity: ""Michael Cohen has never represented me in any matter...I have occasionally had brief discussions with him about legal questions about which I wanted his input and perspective."" ",Apr 16,985978393387786242,28785486,45,79,13926300,0.128,0.046,0.954,0.0,53
53,@ABC,".@Comey: “A person who sees moral equivalence in Charlottesville, who talks about and treats women like they're pieces of meat, who lies constantly about matters big and small...that person's not fit to be president of the United States, on moral grounds.” ",Apr 16,985974259653726208,28785486,138,389,13926300,0.1255,0.13,0.771,0.1,54
54,@ABC,"DETAILS: U.S., British officials warn Russian state-sponsored actors targeted millions of internet routers worldwide. ",Apr 16,985972097984888832,28785486,100,104,13926300,-0.1027,0.0,0.909,0.091,55
55,@ABC,".@Comey says he believes the source of the so-called dossier to be credible.

""It was coming from a credible source, someone with a track record, someone who was a credible and respected member of an allied intelligence service during his career."" ",Apr 16,985969195862102018,28785486,91,263,13926300,0.7351,0.14,0.86,0.0,56
56,@ABC,"The American public finds former FBI Dir. James Comey more believable than Pres. Trump, 48-32%, per @ABC News/WaPo poll, while 47% disapprove of Pres. Trump’s decision to fire him. ",Apr 16,985965081652580352,28785486,182,403,13926300,-0.34,0.0,0.926,0.074,57
57,@ABC,NEW: Trump personal attorney Michael Cohen’s previously unnamed third client revealed in court papers as Fox News host Sean Hannity. -@AaronKatersky,Apr 16,985960961885515776,28785486,325,775,13926300,0.0,0.0,1.0,0.0,58
58,@ABC,"NEW: US, UK authorities alert that cyber-actors backed by Russian government are exploiting large numbers of internet routers worldwide.
 
“These operations enable espionage and intellectual property that supports the Russian Federation’s national security and economic goals.” ",Apr 16,985956694357397506,28785486,243,206,13926300,0.765,0.253,0.683,0.064,59
59,@ABC,"MORE: Trump Tower fire that killed one person earlier this month was an accident, fire officials say.

The four-alarm blaze was caused by power strips linked together ""powering multiple components."" There was no smoke alarm in the apartment. ",Apr 16,985955510372524032,28785486,57,52,13926300,-0.9574,0.0,0.643,0.357,60
60,@ABC,"“It’s a very stormy day, gentlemen.”

Michael Avenatti, attorney for Stormy Daniels, responds to questions as he arrives at Manhattan courthouse. ",Apr 16,985954115174907904,28785486,86,312,13926300,0.0,0.0,1.0,0.0,61
61,@ABC,"NEW: Fire marshals identify cause of Trump Tower fire as ""accidental, electrical—sequenced power strips powering multiple components. Smoke alarm not present in fire apartment."" ",Apr 16,985953501246259200,28785486,61,63,13926300,-0.8225,0.0,0.696,0.304,62
62,@ABC,Lawmakers from both sides of the aisle share reactions to former FBI Dir. James @Comey’s first sit-down interview since Pres. Trump fired him. ,Apr 16,985948539497992192,28785486,27,52,13926300,-0.34,0.074,0.805,0.121,63
63,@ABC,"Stormy Daniels arrives at New York City courthouse amid legal battle over materials seized in raids on Pres. Trump's personal attorney, Michael Cohen. ",Apr 16,985946537015500800,28785486,400,888,13926300,-0.2732,0.055,0.849,0.096,64
64,@ABC,"Pouring rain and flash flooding in Manhattan turns subway stairs into waterfalls, potentially making the commute home difficult for a lot of New Yorkers. ",Apr 16,985943703213760513,28785486,1012,1173,13926300,-0.3612,0.0,0.906,0.094,65
65,@ABC,Pres. Trump's personal attorney arrives at New York City courthouse for hearing over FBI search of his files. ,Apr 16,985939414890270720,28785486,69,106,13926300,0.0,0.0,1.0,0.0,66
66,@ABC,This Toys ‘R’ Us manager’s farewell speech to his team on their last day will make the “Toys ‘R’ Us” kid in you emotional. ,Apr 16,985939102645325824,28785486,515,1421,13926300,0.1531,0.06,0.94,0.0,67
67,@ABC,".@GStephanopoulos on James @Comey's comment that he couldn't say for certain Pres. Trump isn't compromised by the Russians:

""I can't think of any other time in our history, nor could he, when someone in his position would say something like that."" ",Apr 16,985938267815079936,28785486,72,187,13926300,0.1744,0.055,0.905,0.04,68
68,@ABC,".@GStephanopoulos on first impressions of James @Comey from their interview: ""This guy came to play.""

""It was very clear to me that he is chomping at the bit to tell his story."" ",Apr 16,985934819992322048,28785486,45,110,13926300,0.5849,0.13,0.87,0.0,69
69,@ABC,"Weather conditions are not ideal for the Boston Marathon, making for a very wet, dreary scene at the finish line. ",Apr 16,985934713612324864,28785486,53,138,13926300,-0.6656,0.0,0.777,0.223,70
70,@ABC,LIVE: @GStephanopoulos breaks down explosive interview with former FBI Director James @Comey. ,Apr 16,985933786646024198,28785486,88,153,13926300,0.0,0.0,1.0,0.0,71
71,@ABC,"As the second anniversary of Prince's death approaches, his heirs have yet to collect a dollar of his estimated $200 million estate.

But bankers, lawyers and consultants have earned millions from it. ",Apr 16,985932578875207681,28785486,87,130,13926300,-0.5994,0.0,0.891,0.109,72
72,@ABC,MORE: Starbucks manager who made call resulting in black men's arrests no longer works for the company. ,Apr 16,985929698290135041,28785486,186,422,13926300,-0.6249,0.0,0.769,0.231,73
73,@ABC,"Desiree Linden becomes first American woman to win the Boston Marathon since 1985, braving icy rain and a near-gale headwind. ",Apr 16,985928169860497409,28785486,295,1437,13926300,0.5859,0.16,0.84,0.0,74
74,@ABC,"Timelapse video shows Boston Marathon runners getting ready and heading to the start line, despite the soggy conditions. ",Apr 16,985925660538540033,28785486,26,83,13926300,0.3612,0.116,0.884,0.0,75
75,@ABC,"RT @ABCPolitics: Sen. Marco Rubio thanks Pres. Trump ""for being a champion for the cause of freedom and democracy in this hemisphere."" http…",Apr 16,985925388319805440,28785486,78,0,13926300,0.9001,0.367,0.633,0.0,76
76,@ABC,"After sustained applause for new National Security Adviser John Bolton, Pres. Trump jokes, ""I'm a little jealous.""

""You know that means the end of his job."" ",Apr 16,985923137328918529,28785486,103,251,13926300,0.7351,0.231,0.769,0.0,77
77,@ABC,LIVE: Pres. Trump participates in roundtable on tax cuts in Florida. ,Apr 16,985922438520279040,28785486,48,77,13926300,-0.296,0.0,0.833,0.167,78
78,@ABC,"NEW: Manager at Philadelphia Starbucks who called police, resulting in arrest of two black men in a situation Starbucks' CEO Kevin Johnson has called ""reprehensible,"" is no longer an employee at the store, the coffee chain confirms. ",Apr 16,985920658415804416,28785486,364,920,13926300,-0.5574,0.0,0.884,0.116,79
79,@ABC,COMING UP at 1:30 p.m.: @GStephanopoulos discusses his bombshell interview with James @Comey. Have questions for George? Leave them below! #Comey ,Apr 16,985916576514887681,28785486,38,83,13926300,-0.126,0.0,0.934,0.066,80
80,@ABC,"Four-month-old baby polar bear Nanook explores her surroundings for the first time at the Gelsenkirchen Zoo, under the watchful eye of her mother. ",Apr 16,985912931534671872,28785486,139,606,13926300,0.0,0.0,1.0,0.0,81
81,@ABC,"15 year old gorilla Calaya gives birth to her baby boy Moke and showers the newborn with kisses.

Moke is the first male western lowland gorilla born at the Smithsonian’s National Zoo in nine years. ",Apr 16,985912525387689990,28785486,10240,34396,13926300,0.4939,0.084,0.888,0.028,82
82,@ABC,"UPDATE: It’s still winter in parts of the United States. 

Man in Michigan rolls down his car window to reveal a pane of ice, then smashes it — with his face. ",Apr 16,985908037746679808,28785486,675,2058,13926300,0.4215,0.085,0.915,0.0,83
83,@ABC,"Gusty winds, lightning and rain pummel the Northeast, bringing flash flood warnings to New York City, Philadelphia and Washington, D.C.: 

Follow the radar live: ",Apr 16,985907998978527232,28785486,26,49,13926300,-0.296,0.0,0.922,0.078,84
84,@ABC,"Supreme Court, for the second time, rejects appeal by imprisoned former Illinois Gov. Rod Blagojevich of his convictions on corruption charges. ",Apr 16,985902580894224390,28785486,169,379,13926300,-0.5719,0.117,0.615,0.269,85
85,@ABC,"NEW: EPA violated federal law in spending more than $43,000 to install a private phone booth in Administrator Scott Pruitt’s office, government watchdog agency concludes. ",Apr 16,985898602773057536,28785486,319,450,13926300,-0.5267,0.0,0.88,0.12,86
86,@ABC,“God has a dad’s heart”: Heartwarming video shows Pope Francis comforting a child who asked him whether or not his atheist father could go to Heaven. ,Apr 16,985897963473063938,28785486,673,2541,13926300,0.8442,0.283,0.717,0.0,87
87,@ABC,"Two baby koalas – one abandoned by his mother, and the other born underweight – are finally released back into the wild after spending a year being nurtured back to health in the safety of a refuge in Australia. Good luck, Scirocco and Morton! ",Apr 16,985892913946222594,28785486,625,2601,13926300,0.8356,0.229,0.713,0.058,88
88,@ABC,"""NOT IN MY NAME"": Outrage over 8-year-old girl's brutal rape and murder spills on to the streets of India's capital as protesters gather in New Delhi. ",Apr 16,985886922227769344,28785486,149,295,13926300,-0.9623,0.0,0.552,0.448,89
89,@ABC,"RT @ABCPolitics: .@KellyannePolls to @GMA: ""When you have a private audience with the president, you should use that time to discuss major…",Apr 16,985885284540837888,28785486,44,0,13926300,0.0,0.0,1.0,0.0,90
90,@ABC,".@GStephanopoulos: “Was President Trump obstructing justice?”
 
@Comey: “Possibly. I mean it’s certainly some evidence of obstruction of justice.” ",Apr 16,985881870264135681,28785486,68,160,13926300,0.34,0.112,0.888,0.0,91
91,@ABC,"A series of tough inquiries about how much personal information Facebook vacuums up on and off its social network seemed particularly vexing for Facebook CEO Mark Zuckerberg, who couldn't quantify it. ",Apr 16,985877167258128384,28785486,57,75,13926300,-0.5849,0.0,0.862,0.138,92
92,@ABC,"Protesters enter Philadelphia Starbucks where two black men were arrested and chant ""Starbucks coffee is anti-black."" ",Apr 16,985872525208051713,28785486,125,293,13926300,-0.6124,0.0,0.762,0.238,93
93,@ABC,RT @GMA: TOMORROW ON @GMA: Former FBI Director James @Comey joins us LIVE in Times Square following his bombshell interview with @GStephano…,Apr 16,985870808051568640,28785486,113,0,13926300,0.0,0.0,1.0,0.0,94
94,@ABC,".@Comey: ""Our president must embody, respect and adhere to the values that are at the core of this country, the most important being truth. This president is not able to do that."" ",Apr 16,985867924165595136,28785486,216,707,13926300,0.8576,0.258,0.742,0.0,95
95,@ABC,"Aerial footage shows extent of severe flooding on the Hawaiian island of Kauai, prompting a US Coast Guard response after heavy thunderstorms over the weekend. ",Apr 16,985863441721319424,28785486,308,304,13926300,-0.3818,0.0,0.906,0.094,96
96,@ABC,"NEW: Pres. Trump responds to former FBI Dir. James Comey, claiming he based decisions in Hillary Clinton email case ""on her poll numbers."" ",Apr 16,985859119239303168,28785486,46,78,13926300,0.0,0.0,1.0,0.0,97
97,@ABC,Starbucks CEO Kevin Johnson orders 'unconscious bias' training after 'reprehensible' arrest of two black men at Philadelphia coffee shop. ,Apr 16,985858866738016257,28785486,653,1626,13926300,-0.4215,0.0,0.833,0.167,98
98,@ABC,"James Comey says then-Pres. Obama told him after the 2016 election: ""'I appointed you to be FBI director because of your integrity and your ability.'"" ",Apr 16,985855353345789953,28785486,101,317,13926300,0.3818,0.091,0.909,0.0,99
99,@ABC,"Counselor to the president Kellyanne Conway slams former FBI Dir. James Comey: ""This guy swung an election,"" she told @ABC's @GStephanopoulos. “He thought the wrong person would win.” ",Apr 16,985854898808832000,28785486,459,785,13926300,-0.4767,0.0,0.903,0.097,100
100,@ABC,"RT @GMA: FULL INTERVIEW: ""I personally apologize..."" Starbucks CEO Kevin Johnson one-on-one with @RobinRoberts in his first interview after…",Apr 16,985854255683768325,28785486,803,0,13926300,0.0,0.0,1.0,0.0,101
101,@ABC,"Kentucky Gov. Matt Bevin apologizes to ""those who were hurt"" by comments he made about children being at risk for sexual abuse while teachers in the state are on strike. ",Apr 16,985852436022743040,28785486,32,64,13926300,-0.8271,0.061,0.663,0.275,102
102,@ABC,"RT @GMA: ""Our President isn't really a honest person."" Former FBI Director James Comey's wife speaks out with @GStephanopoulos: ",Apr 16,985850215776342016,28785486,129,0,13926300,-0.4439,0.0,0.86,0.14,103
103,@ABC,"DETAILS: At least seven inmates were killed and 17 injured when a prison melee broke out at South Carolina's Lee Correctional Institution, officials say. ",Apr 16,985848781601062913,28785486,54,45,13926300,-0.9231,0.0,0.612,0.388,104
104,@ABC,"Prince Harry appointed Commonwealth Youth Ambassador, weeks before Royal Wedding. 

""I know that serving as an ambassador to young people I am going to have to try to keep up with you,"" he said. ",Apr 16,985848062294798338,28785486,46,246,13926300,0.0,0.0,1.0,0.0,105
105,@ABC,".@ABC's @GStephanopoulos: ""We saw a lot from the president on Twitter before the James @Comey interview. Did he watch last night? What's his reaction?""

Counselor to the president Kellyanne Conway: ""I spoke with the president before the interview..."" ",Apr 16,985847690436272128,28785486,82,156,13926300,0.0,0.0,1.0,0.0,106
106,@ABC,"MORE: Share of Democrats and Democratic-leaning independents who report being registered to vote slips from 84% in November to 75% now, new @ABC News/WaPo poll finds. ",Apr 16,985845967193821186,28785486,38,48,13926300,0.4983,0.11,0.89,0.0,107
107,@ABC,MORE: 60% of likely voters in new @ABC News/WaPo poll say it’s extremely or very important to them to support a candidate who shares their view of Pres. Trump. ,Apr 16,985843186919723008,28785486,46,109,13926300,0.7397,0.212,0.788,0.0,108
108,@ABC,"Hundreds of Syrians gather in the capital Damascus in support of the regime's armed forces following joint airstrikes by the US, France and UK.

Demonstrators waved Syrian flags, set off fireworks and unleashed celebratory gunfire. ",Apr 16,985843172348760064,28785486,43,92,13926300,0.4019,0.07,0.93,0.0,109
109,@ABC,"RT @GMA: FULL INTERVIEW: ""I spoke to the President before the interview..."" Counselor to the President Kellyanne Conway one-on-one with @GS…",Apr 16,985842288642396160,28785486,264,0,13926300,0.0,0.0,1.0,0.0,110
110,@ABC,"Ohio teen who died after becoming trapped in his minivan will be remembered as a “beloved” friend ""whose heart was just as big as his smile,"" his high school says. ",Apr 16,985842091556253697,28785486,21,82,13926300,-0.5859,0.084,0.733,0.183,111
111,@ABC,"MORE: 95% of likely Republican voters say they’d vote for their party’s candidate, compared to 89% in January, matching the level among Democrats. ",Apr 16,985839194730790912,28785486,42,69,13926300,0.0,0.0,1.0,0.0,112
112,@ABC,RT @GMA: RIGHT NOW ON @GMA: Counselor to the President Kellyanne Conway one-on-one with @GStephanopoulos: ,Apr 16,985838503488622594,28785486,14,0,13926300,0.0,0.0,1.0,0.0,113
113,@ABC,"Fired FBI director James @Comey is forcing those in and out of power to take sides, writes @ABC's @rickklein. ",Apr 16,985837978374295557,28785486,29,60,13926300,-0.5574,0.0,0.847,0.153,114
114,@ABC,"NEW: 78% of Americans are looking for a congressional candidate who agrees with them on gun policy, new @ABC News/WaPo poll finds. ",Apr 16,985837822509764608,28785486,82,139,13926300,-0.1531,0.071,0.833,0.095,115
115,@ABC,"JUST IN: Democrats’ advantage in 2018 midterms narrows in latest @ABC News/WaPo poll, with Democrats holding a five-point lead among registered voters certain to vote in November. ",Apr 16,985836987641946113,28785486,216,316,13926300,0.4767,0.136,0.864,0.0,116
116,@ABC,"RT @GMA: THIS MORNING: @ABC News Exclusive: Starbucks President &amp; CEO Kevin Johnson speaks out, in his first interview after two black men…",Apr 16,985835974922993664,28785486,52,0,13926300,0.128,0.064,0.936,0.0,117
117,@ABC,"JUST IN: 7 inmates dead, 17 injured amid ""multiple inmate on inmate altercations"" at Lee Correctional Institution in South Carolina, SC Department of Corrections says. ",Apr 16,985834960077643776,28785486,126,98,13926300,-0.7906,0.0,0.774,0.226,118
118,@ABC,"RT @GStephanopoulos: Did President @realDonaldTrump watch #ComeyInterview?  What did he think?  

I’ll ask Counselor to the President @Kell…",Apr 16,985832802380910592,28785486,189,0,13926300,0.0,0.0,1.0,0.0,119
119,@ABC,"Over 200 million eggs, some sold at Walmart and Food Lion stores, recalled due to salmonella concerns. ",Apr 16,985830923374616577,28785486,146,85,13926300,0.0,0.0,1.0,0.0,120
120,@ABC,"Firefighter footage shows crews driving through hellish conditions inside a massive bushfire in southwest Sydney, Australia. 

The blaze has so far consumed over 2,430 hectares of bushland. ",Apr 16,985826693142204417,28785486,85,122,13926300,-0.6369,0.0,0.865,0.135,121
121,@ABC,RT @ABCWorldNews: PUTIN’S ‘CHAOS’ THREAT: Russian Pres. Vladimir Putin is warning that another coalition missile strike in Syria could resu…,Apr 16,985823168551145473,28785486,115,0,13926300,-0.7925,0.0,0.679,0.321,122
122,@ABC,"Los Angeles man charged with murder in fire that killed 2, seriously injured 2 others at music studio. ",Apr 16,985821904702443522,28785486,15,30,13926300,-0.9501,0.0,0.422,0.578,123
123,@ABC,"RT @ABCWorldNews: BLOWN AWAY: Eyewitness video shows an EF-2 tornado tearing through Meridian, Mississippi, with a roof ripped away by wind…",Apr 16,985817847447412736,28785486,110,0,13926300,0.0,0.0,1.0,0.0,124
